nb_hyphens,nb_underscore,nb_percent,onmouseover,iframe,google_index,safe_anchor,nb_redirection,punycode,page_rank,longest_words_raw,port,nb_star,avg_word_host,nb_colon,statistical_report,whois_registered_domain,tld_in_subdomain,ratio_intMedia,nb_hyperlinks,web_traffic,ip,brand_in_path,popup_window,empty_title,https_token,ratio_intHyperlinks,ratio_extHyperlinks,nb_tilde,nb_at,nb_space,random_domain,nb_subdomains,tld_in_path,shortening_service,links_in_tags,length_words_raw,nb_dots,phish_hints,shortest_word_host,longest_word_host,length_hostname,nb_and,path_extension,nb_semicolumn,domain_registration_length,domain_in_title,avg_words_raw,nb_comma,domain_with_copyright,abnormal_subdomain,nb_www,nb_com,dns_record,nb_external_redirection,nb_dslash,char_repeat,ratio_digits_url,external_favicon,shortest_word_path,prefix_suffix,nb_slash,shortest_words_raw,nb_extCSS,longest_word_path,suspecious_tld,ratio_digits_host,brand_in_subdomain,login_form,length_url,http_in_path,ratio_extRedirection,ratio_extMedia,avg_word_path,ratio_extErrors,nb_eq,nb_dollar,domain_age,nb_qm,domain_in_brand,right_clic,class_status
0,0,0,0,0,0,87.5,0,0,2,9,0,0,6.0,1,0,1,0,17.85714286,229,213573,0,0,0,0,0,0.873362445,0.126637555,0,0,0,0,2,0,0,70.0,2,2,0,3,9,16,0,0,0,0,0,6.0,0,0,0,1,0,0,0,0,3,0.0,1,0,0,3,3,1,0,1,0.0,0,0,25,0,0.0,82.14285714,0.0,0.0,0,0,-1,0,0,0,0
0,0,0,0,0,0,30.303030300000003,0,0,4,16,0,0,9.5,1,0,0,0,0.0,47,569663,0,0,0,0,0,0.446808511,0.553191489,0,0,0,0,2,0,0,100.0,2,2,0,3,16,24,0,0,0,259,1,9.5,0,1,0,1,0,0,0,0,3,0.0,0,0,0,3,3,0,0,0,0.0,0,1,33,0,0.384615385,100.0,0.0,0.038461538,0,0,2298,0,0,0,0
4,0,0,0,0,0,58.62068966,1,0,3,18,0,0,10.5,1,0,0,0,40.0,48,2721076,0,0,0,0,1,0.583333333,0.4166666670000001,0,0,0,0,2,0,0,75.0,7,2,0,3,18,26,0,0,0,57,1,7.571428571,0,1,0,1,0,0,0,0,3,0.0,1,3,0,4,3,0,11,0,0.0,0,0,71,0,0.05,60.0,6.4,0.6,0,0,2135,0,0,0,0
11,0,0,0,0,0,50.0,1,0,5,9,0,0,3.0,1,0,0,0,0.0,56,21833,0,0,0,0,0,0.25,0.75,0,0,0,0,1,0,0,6.666666667,15,1,0,3,3,7,0,0,0,1892,1,5.533333333,0,0,0,0,0,0,0,0,1,0.055045872,1,2,0,5,2,2,9,0,0.0,0,0,109,0,0.095238095,100.0,5.714285714,0.095238095,0,0,9794,0,0,0,0
1,0,0,0,0,1,0.0,0,0,5,7,0,0,4.0,1,0,0,0,0.0,6,2404,0,0,0,0,1,1.0,0.0,0,0,0,0,3,0,0,100.0,10,4,0,2,7,18,0,0,0,0,1,5.1,0,0,0,1,0,0,0,0,5,0.14084507,0,4,0,7,2,0,7,0,0.0,0,0,71,0,0.0,0.0,5.571428571,0.0,0,0,12795,0,0,0,0
1,0,1,0,0,1,0.0,0,0,2,15,0,0,6.5,1,0,0,0,100.0,3,0,0,0,0,0,1,0.666666667,0.333333333,0,0,1,0,3,0,0,0.0,8,3,0,3,10,18,0,0,0,216,1,6.125,0,0,0,1,0,0,0,0,3,0.044776119,0,3,0,5,3,0,15,0,0.0,0,0,67,0,1.0,0.0,6.0,0.0,0,0,4897,0,0,0,0
4,0,0,0,0,1,0.0,0,0,5,11,0,0,6.666666667,1,0,0,0,0.0,7,0,1,0,0,0,0,0.428571429,0.571428571,0,0,0,0,2,0,1,33.33333333,6,2,0,2,11,49,0,0,0,373,1,6.666666667,0,1,0,0,0,0,0,0,2,0.137931034,1,0,0,3,2,1,0,0,0.163265306,0,0,58,0,0.0,0.0,0.0,0.0,0,0,7296,0,1,0,1
0,0,1,0,0,1,50.0,1,0,2,13,0,0,8.0,1,0,0,0,75.0,53,601002,0,0,0,0,1,0.867924528,0.132075472,0,0,1,0,3,0,0,72.72727273,6,3,0,3,13,22,0,0,0,197,1,7.166666667,0,0,0,1,0,0,0,0,4,0.033333333,1,3,0,4,3,1,10,0,0.0,0,0,60,0,0.0,25.0,6.75,0.0,0,0,4917,0,0,0,0
3,2,0,0,0,1,60.0,2,0,4,15,0,0,11.5,1,0,0,0,0.0,26,0,0,0,0,0,1,0.538461538,0.461538462,0,0,0,0,3,0,0,50.0,11,3,2,8,15,28,0,0,0,869,0,5.909090909,0,1,0,0,0,0,0,0,2,0.093023256,1,2,1,5,2,2,8,0,0.0,0,0,86,0,0.0,100.0,4.666666667,0.25,0,0,6070,0,0,0,1
0,0,0,0,0,1,100.0,0,0,0,33,0,0,6.6,1,0,1,0,0.0,24,0,1,0,0,0,1,1.0,0.0,0,0,0,0,3,0,0,100.0,13,6,0,2,12,40,0,0,0,0,1,10.53846154,0,0,0,1,0,0,0,0,4,0.163522013,0,3,0,9,2,0,33,1,0.15,1,0,159,0,0.0,0.0,13.0,0.0,0,0,-1,0,0,0,1
1,0,0,0,0,1,88.0,0,0,0,32,0,0,10.0,1,0,0,0,100.0,124,0,1,0,0,0,1,0.951612903,0.048387097,0,0,0,0,2,0,0,97.5,9,2,3,10,10,14,0,0,0,122,1,8.555555556,0,1,0,0,0,0,0,0,4,0.197916667,1,2,1,8,2,1,32,0,0.0,0,0,96,0,0.0,0.0,8.375,0.0,0,0,244,0,0,0,1
0,0,0,0,0,0,96.07843137,2,0,4,8,0,0,5.5,1,0,0,0,0.0,55,260070,0,0,0,0,1,0.945454545,0.054545455,0,0,0,0,2,0,0,50.0,2,2,0,3,8,16,0,0,0,385,0,5.5,0,1,0,1,0,0,0,0,4,0.0,0,0,0,3,3,0,0,0,0.0,0,0,24,0,0.333333333,0.0,0.0,0.0,0,0,3268,0,0,0,0
0,0,0,0,0,1,0.0,0,0,0,32,0,0,9.0,1,0,0,0,100.0,13,0,1,0,0,0,1,0.7692307690000001,0.230769231,0,0,0,0,3,0,0,0.0,9,3,0,3,15,23,0,0,0,79,1,10.11111111,0,1,0,1,0,0,0,0,5,0.154545455,1,3,0,8,3,0,32,0,0.0,0,0,110,0,0.0,0.0,10.42857143,0.0,0,0,2842,0,0,0,1
0,0,0,0,0,1,14.28571429,1,0,5,8,0,0,8.0,1,0,0,0,0.0,14,0,0,0,0,0,1,0.071428571,0.928571429,0,0,0,0,2,0,1,0.0,2,2,0,8,8,21,0,0,0,374,1,8.0,0,0,0,0,0,0,0,0,0,0.035714286,1,0,0,2,8,0,0,0,0.047619048,0,0,28,0,0.846153846,0.0,0.0,0.615384615,0,0,7295,0,1,0,1
0,0,0,0,0,1,20.0,4,0,2,10,0,0,8.5,1,0,0,0,20.0,73,262805,0,0,0,0,0,0.630136986,0.369863014,0,0,0,1,3,0,0,75.86206897,13,4,0,7,10,24,0,0,0,435,1,4.846153846,0,0,0,0,0,0,0,0,1,0.0,1,2,0,12,2,4,7,0,0.0,0,0,89,0,0.037037037,80.0,4.181818182,0.148148148,0,0,6932,0,0,0,1
0,0,0,0,0,1,100.0,0,0,5,30,0,0,10.0,1,0,0,0,100.0,22,0,1,0,0,0,1,0.227272727,0.772727273,0,0,0,0,3,0,1,0.0,4,4,0,1,30,47,0,0,0,227,1,10.0,0,1,0,0,0,0,0,0,1,0.290909091,1,0,0,3,1,2,0,0,0.340425532,0,0,55,0,0.0,0.0,0.0,0.0,0,0,5615,0,0,0,1
0,0,0,0,0,1,0.0,3,0,3,10,0,0,6.5,1,0,0,0,100.0,31,6845579,0,0,0,0,1,0.64516129,0.35483871,0,0,0,0,3,0,0,69.23076923,9,3,2,3,10,18,0,0,0,328,1,5.333333333,0,0,0,1,0,0,0,0,3,0.0,1,2,0,8,2,3,10,0,0.0,0,0,67,0,0.0,0.0,5.0,0.0,0,0,6977,0,0,0,1
0,0,0,0,0,1,0.0,1,0,4,4,0,0,3.5,1,0,0,0,0.0,2,132459,0,0,0,0,0,0.0,1.0,0,0,0,0,2,0,0,0.0,3,2,0,3,4,13,0,0,0,267,1,3.666666667,0,1,0,1,0,0,0,0,3,0.038461538,0,4,0,3,3,0,4,1,0.0,0,0,26,0,0.0,0.0,4.0,0.0,0,0,2290,0,0,0,1
0,0,0,0,0,1,0.0,1,0,0,16,0,0,10.0,1,0,0,0,100.0,103,728078,0,0,0,0,1,0.932038835,0.067961165,0,0,0,0,3,0,0,81.81818182,4,3,1,4,16,25,0,0,0,255,1,7.0,0,1,0,0,0,1,0,0,1,0.0,1,3,0,3,3,1,5,0,0.0,0,0,42,0,0.285714286,0.0,4.0,0.0,0,0,7050,0,0,0,1
0,0,0,0,0,0,66.66666667,1,0,2,11,0,0,7.0,1,0,0,0,100.0,131,0,0,0,0,0,1,0.977099237,0.022900763,0,0,0,0,2,0,0,100.0,3,2,0,3,11,18,0,0,0,0,0,6.0,0,0,0,1,0,0,0,0,3,0.0,0,4,0,4,3,0,4,0,0.0,0,0,31,0,0.333333333,0.0,4.0,0.0,0,0,-1,0,0,0,0
2,0,0,0,0,0,0.0,1,0,7,9,0,0,6.0,1,0,0,0,88.88888889,232,550535,0,0,0,0,1,0.982758621,0.0172413789999999,0,0,0,0,3,0,0,91.66666667,6,3,0,5,7,24,0,0,0,250,1,6.166666667,0,0,0,0,0,0,0,0,1,0.0,0,4,1,3,4,0,9,0,0.0,0,0,53,0,0.25,11.11111111,6.333333333,0.0,0,0,5228,0,0,0,0
0,0,0,0,0,1,0.0,0,0,0,12,0,0,12.0,1,0,0,0,0.0,28,0,0,0,0,0,1,0.321428571,0.6785714290000001,0,1,0,0,2,1,0,0.0,8,2,0,12,12,16,0,0,0,279,1,7.0,0,0,0,0,1,0,0,0,1,0.0,1,2,0,6,2,1,11,0,0.0,0,0,75,0,0.105263158,100.0,6.285714286,0.210526316,1,0,5565,1,0,0,1
1,0,0,0,0,0,95.45454545,1,0,5,14,0,0,8.5,1,0,0,0,100.0,190,988,0,0,0,0,1,0.994736842,0.005263158,0,0,0,0,2,0,0,100.0,4,2,0,3,14,22,0,0,0,449,1,7.25,0,1,0,1,0,0,0,0,3,0.0,0,5,0,3,3,0,7,0,0.0,0,0,43,0,0.0,0.0,6.0,0.0,0,0,7587,0,0,0,0
0,0,0,0,0,1,0.0,0,0,0,11,0,0,11.0,1,0,0,0,0.0,4,0,0,0,0,0,1,1.0,0.0,0,0,0,0,3,0,0,100.0,3,3,1,11,11,18,0,0,0,0,1,6.333333333,0,0,0,0,0,0,0,0,0,0.0,0,3,0,3,3,0,5,0,0.0,0,0,35,0,0.0,0.0,4.0,0.0,0,0,-1,0,0,0,1
0,0,0,0,0,0,0.0,0,0,10,11,0,0,5.0,1,0,0,0,0.0,52,2,0,0,0,0,0,0.557692308,0.442307692,0,0,0,0,2,0,0,65.21739129999999,5,2,0,3,7,15,0,0,0,208,0,5.4,0,1,0,1,0,0,0,0,3,0.046511628,1,1,0,3,1,0,11,0,0.0,0,0,43,0,0.0,0.0,5.666666667,0.0,1,0,5636,1,1,0,0
0,0,0,0,0,1,100.0,0,0,0,34,0,0,11.25,1,0,1,0,100.0,47,0,0,0,0,0,1,1.0,0.0,0,0,0,1,3,0,0,100.0,4,4,0,2,34,51,0,0,0,0,1,11.25,0,1,0,0,0,0,0,0,0,0.186440678,0,0,0,3,2,0,0,1,0.215686275,0,0,59,0,0.0,0.0,0.0,0.0,0,0,-1,0,0,0,1
0,0,0,0,0,1,0.0,1,0,2,32,0,0,8.0,1,0,1,0,100.0,12,4189860,1,0,0,0,1,0.916666667,0.083333333,0,0,0,0,2,0,0,83.33333333,6,2,0,8,8,14,0,0,0,0,1,12.5,0,0,0,0,0,0,0,0,1,0.215053763,0,4,0,7,4,0,32,0,0.0,0,0,93,0,0.0,0.0,13.4,0.0,0,0,2996,0,0,0,1
7,0,0,0,0,1,0.0,0,0,0,17,0,0,7.0,1,0,0,0,100.0,31,0,1,0,0,0,1,0.483870968,0.516129032,0,1,0,0,3,1,0,66.66666667,14,3,1,7,7,10,2,0,4,0,1,10.14285714,0,1,0,0,0,0,0,0,14,0.373493976,1,2,0,3,2,0,17,1,0.0,0,0,166,0,0.4375,0.0,10.38461538,0.625,1,0,-1,0,0,0,1
0,0,0,0,0,1,60.41666667,1,0,7,11,0,0,7.0,1,0,0,0,72.72727273,413,1695,0,0,0,0,0,0.803874092,0.196125908,0,0,0,0,2,0,1,45.45454545,5,2,0,3,11,19,0,0,0,841,0,7.8,0,0,0,1,0,0,0,0,3,0.107142857,1,6,0,6,3,0,11,0,0.0,0,0,56,0,0.5555555560000001,27.27272727,8.333333332999999,0.234567901,0,0,7559,0,0,0,0
0,2,0,0,0,0,0.0,0,0,3,14,0,0,8.5,1,0,0,0,0.0,0,512817,0,0,0,1,1,0.0,0.0,0,0,0,0,3,0,0,0.0,9,3,0,3,14,22,0,0,0,1189,1,5.444444444,0,1,0,1,0,0,0,0,5,0.0,0,1,0,6,1,0,8,0,0.0,0,0,68,0,0.0,0.0,4.571428571,0.0,0,0,5749,0,0,0,0
0,1,0,0,0,1,0.0,1,0,0,23,0,0,23.0,1,0,0,0,100.0,13,8509505,0,0,0,0,1,0.846153846,0.153846154,0,0,0,0,1,0,0,60.0,8,1,0,23,23,27,0,0,0,299,1,6.625,0,0,0,0,0,0,0,0,1,0.0,0,2,0,8,2,0,8,0,0.0,0,0,71,0,0.0,0.0,4.285714286,0.0,0,0,431,0,0,0,1
0,0,0,0,0,1,42.85714286,2,0,2,7,0,0,5.0,1,0,0,0,100.0,145,1518277,0,1,0,0,1,0.951724138,0.048275862,0,0,0,0,3,0,0,96.55172414,9,8,1,3,7,15,0,0,0,3035,1,4.0,0,0,0,1,0,0,0,0,4,0.0,1,2,0,6,2,1,6,0,0.0,0,0,58,1,0.142857143,0.0,3.714285714,0.571428571,0,0,9018,0,0,0,1
0,0,0,0,0,1,0.0,0,0,1,6,0,0,6.0,1,0,0,0,0.0,0,0,0,0,0,1,1,0.0,0.0,0,0,0,1,2,0,0,0.0,4,2,0,6,6,10,0,0,0,326,1,4.75,0,0,0,0,0,0,0,0,0,0.0,0,4,0,4,4,0,5,0,0.0,0,0,33,0,0.0,0.0,4.333333333,0.0,0,0,7767,0,0,0,1
2,1,0,0,0,1,0.0,1,0,0,12,0,0,9.666666667,1,0,0,0,0.0,3,0,0,0,0,0,1,1.0,0.0,0,0,0,0,2,0,0,100.0,7,2,0,6,12,35,0,0,0,353,1,7.571428571,0,0,0,0,0,0,0,0,1,0.0845070419999999,0,4,1,5,4,0,8,0,0.0,0,0,71,0,0.0,0.0,6.0,0.0,0,0,11,0,0,0,1
0,0,0,0,0,1,0.0,0,0,2,9,1,0,9.0,2,0,0,0,60.0,58,377916,0,0,0,0,0,0.948275862,0.051724138,0,0,0,0,1,0,0,96.15384615,1,1,0,9,9,13,0,0,0,377,1,9.0,0,0,0,0,0,0,0,0,0,0.115384615,0,0,0,3,9,0,0,0,0.0,0,0,26,0,0.666666667,40.0,0.0,0.0,0,0,1448,0,0,0,0
0,0,0,0,0,1,4.347826087,0,0,2,20,0,0,16.5,1,0,0,0,50.0,33,4669,0,0,0,0,1,0.272727273,0.727272727,0,0,0,0,3,0,0,66.66666667,4,3,1,13,20,38,0,0,0,645,1,10.25,0,1,0,0,0,0,0,0,4,0.054545455,0,3,0,3,3,0,5,0,0.078947368,0,0,55,0,0.125,50.0,4.0,0.166666667,0,0,1546,0,0,0,1
0,0,0,0,0,1,0.0,1,0,3,10,0,0,10.0,1,0,0,0,0.0,0,4769456,0,0,0,1,1,0.0,0.0,0,0,0,0,2,0,0,0.0,3,2,0,10,10,14,0,0,0,539,1,6.333333333,0,0,0,0,0,0,0,0,1,0.0,0,4,0,3,4,0,5,0,0.0,0,0,32,0,0.0,0.0,4.5,0.0,0,0,4623,0,0,0,1
0,0,0,0,0,0,25.0,2,0,3,5,0,0,5.0,1,0,0,0,100.0,184,5512197,0,0,0,0,1,0.97826087,0.02173913,0,0,0,0,2,0,0,95.23809524,1,2,0,5,5,12,0,0,0,0,1,5.0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,2,5,0,0,0,0.0,0,0,19,0,0.25,0.0,0.0,0.0,0,0,-1,0,0,0,0
0,0,0,0,0,1,0.0,1,0,1,9,0,0,6.75,1,0,0,0,100.0,4,0,1,0,0,0,1,0.25,0.75,0,0,0,0,3,0,0,0.0,5,4,0,2,9,34,0,0,0,4,1,6.0,0,0,0,0,0,0,0,0,1,0.177777778,1,3,0,3,2,0,3,0,0.205882353,0,0,45,0,0.0,0.0,3.0,0.0,0,0,361,0,0,0,1
0,1,0,0,0,0,72.22222222,0,0,6,8,0,0,5.5,1,0,0,0,100.0,55,1639,0,0,0,0,1,0.818181818,0.181818182,0,0,0,0,2,0,0,72.72727273,5,2,0,3,8,16,0,0,0,166,0,4.6,0,1,0,1,0,0,0,0,3,0.0,1,2,0,4,2,0,5,0,0.0,0,0,38,0,0.3,0.0,4.0,0.1,0,0,2390,0,0,0,0
0,0,0,0,0,1,0.0,0,0,6,9,0,0,3.666666667,1,0,0,0,0.0,0,3518,0,0,0,1,1,0.0,0.0,0,0,0,0,3,0,0,0.0,11,4,0,2,6,17,0,0,0,0,1,4.909090909,0,1,0,1,0,0,0,0,3,0.093333333,0,3,0,9,2,0,9,0,0.0,0,0,75,0,0.0,0.0,5.375,0.0,0,0,12766,0,0,0,0
2,0,0,0,0,0,81.48148148,0,0,4,11,0,0,4.0,1,0,1,0,100.0,190,62321,0,0,0,0,0,0.968421053,0.031578947,0,0,0,0,3,0,0,97.05882353,6,3,1,3,5,16,0,0,0,0,0,7.0,0,0,0,1,0,0,0,0,4,0.0,0,7,1,4,3,0,11,0,0.0,0,0,62,0,0.166666667,0.0,8.5,0.0,0,0,-1,0,0,0,0
0,1,0,0,0,1,100.0,3,0,1,10,0,0,4.0,1,0,0,0,0.0,11,0,0,0,0,0,1,0.727272727,0.272727273,0,0,0,1,3,0,0,66.66666667,9,3,1,3,5,12,0,0,0,274,1,4.666666667,0,1,0,1,3,0,0,0,4,0.0,1,3,0,7,3,1,10,0,0.0,0,0,60,0,0.0,0.0,4.857142857,0.0,0,0,90,0,0,0,1
0,0,0,0,0,1,0.0,0,0,0,21,0,0,21.0,1,0,0,0,0.0,4,0,0,0,0,0,0,0.0,1.0,0,0,0,0,2,0,0,0.0,3,2,0,21,21,25,0,0,0,251,1,10.66666667,0,0,0,0,0,0,0,0,4,0.0,1,4,0,3,4,0,7,0,0.0,0,0,46,0,0.5,100.0,5.5,0.0,0,0,845,0,0,0,1
1,0,0,0,0,0,0.0,0,0,0,11,0,0,9.0,1,0,0,0,0.0,15,0,0,0,0,0,1,0.666666667,0.333333333,0,0,0,0,1,0,1,75.0,2,1,0,7,11,23,0,0,0,351,0,9.0,0,0,0,0,0,0,0,0,1,0.0,1,0,1,3,7,1,0,0,0.0,0,0,31,0,0.4,100.0,0.0,0.0,0,0,379,0,0,0,1
0,0,0,0,0,1,0.0,0,0,5,20,0,0,15.0,1,0,0,0,0.0,3,83378,0,0,0,0,1,1.0,0.0,0,0,0,0,2,0,0,100.0,2,2,0,10,20,35,0,0,0,261,0,15.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,3,10,0,0,0,0.0,0,0,43,0,0.0,0.0,0.0,0.0,0,0,2295,0,0,0,1
4,0,0,0,0,0,0.0,0,0,3,10,0,0,6.166666667,1,0,0,1,100.0,42,0,0,0,0,0,0,0.928571429,0.071428571,0,0,0,0,2,0,0,92.85714286,6,2,1,4,10,46,0,0,0,258,1,6.166666667,0,1,0,0,1,0,0,0,0,0.0,0,0,0,3,4,0,0,0,0.0,0,0,55,0,0.0,0.0,0.0,0.0,0,0,4489,0,0,0,1
0,3,0,0,0,1,57.89473684,2,0,0,64,0,0,8.0,1,0,0,0,100.0,664,0,1,0,0,0,1,0.978915663,0.021084337,0,0,0,1,2,0,0,88.0,24,2,3,8,8,11,1,0,1,160,1,10.75,0,1,0,0,0,0,0,0,11,0.27739726,1,1,0,18,1,1,64,0,0.0,0,0,292,0,0.142857143,0.0,10.86956522,0.0,2,0,4759,1,0,0,1
6,1,0,0,0,1,0.0,0,0,0,11,0,0,9.0,1,0,0,0,100.0,9,0,0,0,0,0,1,1.0,0.0,0,0,0,0,1,1,0,0.0,17,1,2,9,9,13,0,0,0,287,1,6.647058824,0,0,0,0,1,0,0,0,3,0.007092199,0,3,0,12,3,0,11,0,0.0,0,0,141,0,0.0,0.0,6.5,0.0,0,0,1905,0,0,0,1
0,0,0,0,0,0,0.0,0,0,0,17,0,0,10.0,1,0,0,0,96.15384615,46,0,0,0,0,0,1,0.913043478,0.086956522,0,0,0,0,2,0,0,87.5,2,2,0,3,17,25,0,0,0,282,1,10.0,0,1,0,1,0,0,0,0,5,0.0,1,0,0,2,3,1,0,0,0.0,0,0,32,0,0.0,3.846153846,0.0,0.0,0,0,3370,0,0,0,0
2,0,0,0,0,0,94.11764706,0,0,7,8,0,0,4.5,1,0,0,0,100.0,72,284,1,0,0,0,0,0.7361111109999999,0.263888889,0,0,0,1,2,0,0,20.0,7,2,0,3,6,14,0,0,0,60,1,4.0,0,1,0,1,0,0,0,0,4,0.195652174,1,1,0,5,1,1,8,0,0.0,0,0,46,0,0.0,0.0,3.8,0.0,0,0,5053,0,0,0,0
1,3,0,0,0,1,0.0,0,0,0,29,0,0,5.0,1,0,0,0,100.0,7,0,1,0,0,0,0,1.0,0.0,0,1,0,1,3,0,0,100.0,26,8,2,5,5,12,3,0,0,228,1,6.576923077000001,0,1,0,0,1,0,0,0,2,0.160377358,0,2,0,10,2,0,29,0,0.0,0,0,212,0,0.0,0.0,6.64,0.0,2,0,-1,1,0,0,1
1,0,0,0,0,0,50.0,0,0,1,7,0,0,4.666666667,1,0,0,0,0.0,36,0,0,0,0,0,0,0.083333333,0.916666667,0,0,0,0,2,0,0,0.0,3,2,0,3,7,20,0,0,0,209,1,4.666666667,0,1,0,1,0,0,0,0,3,0.0,1,0,1,3,3,0,0,0,0.0,0,0,29,0,0.0,100.0,0.0,0.060606061,0,0,-1,0,0,0,0
0,0,0,0,0,1,100.0,0,0,4,29,0,0,16.5,1,0,0,0,0.0,5,0,0,0,0,0,1,1.0,0.0,0,1,0,1,3,0,0,0.0,18,14,1,5,29,213,0,0,0,3183,1,13.22222222,0,1,0,0,1,0,0,0,5,0.179775281,0,3,0,6,3,0,15,0,0.201877934,0,0,267,0,0.0,0.0,6.666666667,0.0,0,0,2660,0,0,0,1
1,0,0,0,0,0,63.15789474,0,0,5,12,0,0,12.0,1,0,0,0,89.47368421,191,315877,0,0,0,0,0,0.947643979,0.052356021,0,0,0,0,1,0,0,96.2962963,4,1,0,12,12,16,0,0,0,954,1,10.0,0,1,0,0,0,0,0,0,0,0.0,0,9,1,5,9,0,10,0,0.0,0,0,56,0,0.6,10.52631579,9.333333333,0.0,0,0,8907,0,0,0,0
1,0,0,0,0,0,100.0,1,0,5,8,0,0,4.5,1,0,0,0,0.0,146,0,0,0,0,0,0,0.8904109590000001,0.109589041,0,0,0,0,2,0,0,0.0,6,2,0,3,6,14,0,0,0,1313,1,6.166666667,0,0,0,1,0,0,0,0,4,0.0,1,6,1,6,3,1,8,0,0.0,0,0,55,0,0.0,100.0,7.0,0.0,0,0,-1,0,0,0,0
12,0,0,0,0,0,69.76744186,0,0,5,10,0,0,9.5,1,0,0,1,2.9411764710000003,220,2674,0,0,1,0,0,0.668181818,0.331818182,0,0,0,0,2,0,0,42.85714286,16,2,1,9,10,24,0,0,0,214,0,4.9375,0,0,0,0,1,0,0,0,2,0.056603774,1,1,0,4,1,5,9,0,0.0,0,0,106,0,0.04109589,97.05882353,4.285714286,0.0,0,0,8186,0,0,0,0
0,0,0,0,0,0,75.0,1,0,1,10,0,0,6.5,1,0,0,0,0.0,23,3786388,0,0,0,0,1,0.52173913,0.47826087,0,0,0,0,2,0,0,50.0,2,2,0,3,10,18,0,0,0,89,1,6.5,0,1,0,1,0,0,0,0,3,0.0,1,0,0,3,3,1,0,0,0.0,0,1,26,0,0.0,100.0,0.0,0.0,0,0,3198,0,0,0,0
0,0,0,0,0,1,25.0,0,0,5,18,0,0,7.0,1,0,0,0,20.0,21,0,1,0,0,0,0,0.19047619,0.80952381,0,0,0,0,3,0,1,0.0,6,5,0,1,18,35,0,0,0,228,1,7.833333333,0,1,0,0,0,0,0,0,1,0.21875,1,4,0,3,1,1,15,0,0.4,0,0,64,0,0.176470588,80.0,9.5,0.0,0,0,5616,0,0,0,1
3,0,0,0,0,1,81.81818182,2,0,4,17,0,0,6.5,1,0,0,0,0.0,20,22640,0,0,0,0,0,0.8,0.2,0,0,0,0,3,0,1,66.66666667,8,3,0,3,10,18,0,0,0,495,1,7.0,0,0,0,0,0,0,0,0,4,0.0,0,2,1,4,2,0,17,0,0.0,0,0,75,0,0.0,0.0,7.166666667,0.0,0,0,8872,0,0,0,0
1,0,0,0,0,1,0.0,2,0,4,28,0,0,5.0,1,0,0,0,55.55555556,232,100014,0,0,0,0,1,0.8491379309999999,0.150862069,0,0,0,0,1,0,0,81.81818182,4,1,0,5,5,8,0,0,0,163,0,9.25,0,1,0,0,0,0,0,0,1,0.078431373,1,1,1,5,1,0,28,0,0.0,0,0,51,0,0.171428571,44.44444444,10.66666667,0.028571429,0,0,2758,0,0,0,0
0,0,0,0,0,0,11.70731707,1,0,3,17,0,0,10.0,1,0,0,0,25.0,344,0,0,0,0,0,0,0.200581395,0.799418605,0,0,0,0,2,0,0,22.22222222,2,2,0,3,17,25,0,0,0,363,1,10.0,0,1,0,1,0,0,0,0,4,0.0,1,0,0,3,3,7,0,0,0.0,0,1,34,0,0.058181818,75.0,0.0,0.025454545,0,0,8766,0,0,0,0
0,0,0,0,0,0,51.61290323,1,0,6,17,0,0,10.0,1,0,0,0,100.0,246,684,0,0,0,0,1,0.8821138209999999,0.117886179,0,0,0,0,2,0,0,61.53846154,3,2,0,3,17,25,0,0,0,2505,1,9.0,0,1,0,1,0,0,0,0,4,0.0,1,7,0,3,3,0,7,0,0.0,0,0,40,0,0.103448276,0.0,7.0,0.034482759,0,0,6260,0,0,0,0
1,0,0,0,0,0,100.0,0,0,1,5,0,0,3.333333333,1,0,0,0,88.88888889,210,2122076,0,0,0,0,0,0.995238095,0.004761905,0,0,0,0,2,0,0,100.0,3,2,0,2,5,15,0,0,0,0,1,3.333333333,0,1,0,1,0,0,0,0,4,0.0,0,0,1,3,2,0,0,0,0.0,0,0,24,0,0.0,11.11111111,0.0,0.0,0,0,-1,0,0,0,0
0,0,0,0,0,0,0.0,0,0,2,14,0,0,8.5,1,0,0,0,2.985074627,90,307524,0,0,0,0,1,0.211111111,0.7888888890000001,0,0,0,0,2,0,0,85.71428571,2,2,0,3,14,22,0,0,0,92,0,8.5,0,0,0,1,0,0,0,0,3,0.0,0,0,0,3,3,0,0,0,0.0,0,0,30,0,0.042253521,97.01492537,0.0,0.014084507,0,0,3195,0,0,0,0
1,0,1,0,0,1,98.41897233,0,0,0,18,0,0,9.5,1,0,0,0,100.0,304,0,1,0,0,0,0,0.986842105,0.013157895,0,0,1,0,2,0,0,100.0,10,2,0,9,10,24,0,0,0,355,1,8.0,0,1,0,0,0,0,0,0,21,0.198019802,0,2,1,6,2,0,18,0,0.0,0,0,101,0,0.5,0.0,7.625,0.0,1,0,9,1,0,0,1
